system_code,location_code,location_name,Managed_by_name,location_type_description,Location_Category_Description,primary_address_line_1,Website,PTO Website,PTO or Parent Coordinator contact availible?,Contact Pos,If_Contacted,If_Responded,Community_district,Council-district,Census_tract,NTA,NTA_Name,Principal_Name,Principal_title,Principal_phone_number,fax_number,Geographical_District_code,Administrative_District_Code,Administrative_District_Name,community_school_sup_name,Tier_3_Support_Location_Name,Tier_3_Support_Leader_Name,Police_precinct
09X073,X073,P.S. 073 Bronx,DOE,General Academic,Elementary,1020 ANDERSON AVENUE,https://ps73x.wordpress.com/,,0,,0,,204,8,18900,BX26,Highbridge,Vivian Bueno,I.A. Principal,718-681-6776,718-681-6749,9,9,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",44
08X075,X075,P.S. 75 School of Research and Discovery,DOE,General Academic,Elementary,984 FAILE STREET,https://www.ps75x.org/,,0,,0,,202,17,11900,BX27,Hunts Point,MARINES ARRIETA CRUZ,Principal,718-860-1630,718-860-4480,8,8,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",41
11X076,X076,P.S. 076 The Bennington School,DOE,General Academic,Elementary,900 ADEE AVENUE,https://11x076.wixsite.com/76bennington,,0,,0,,211,12,34200,BX31,Allerton-Pelham Gardens,DARLENE TERON,Principal,718-882-8865,718-882-8870,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",49
10X077,X077,Bedford Park Elementary School,DOE,General Academic,Elementary,3177 WEBSTER AVENUE,,,0,,0,,207,11,42500,BX43,Norwood,CAROLYN HEREDIA,Principal,718-696-6400,718-696-6405,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",52
11X078,X078,P.S. 078 Anne Hutchinson,DOE,General Academic,Elementary,1400 NEEDHAM AVENUE,https://sites.google.com/schools.nyc.gov/ps78/home,,0,,0,,212,12,38600,BX03,Eastchester-Edenwald-Baychester,CLAUDINA SKERRITT,Principal,718-652-1244,718-231-2756,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",47
10X080,X080,M.S. 080 Isobel Rooney,DOE,General Academic,Junior High-Intermediate-Middle,149 EAST MOSHOLU PKWY N,10x80.com,,0,,0,,207,11,41900,BX43,Norwood,Emmanuel Polanco,Principal,718-405-6300,718-405-6324,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",52
10X081,X081,P.S. 081 Robert J. Christen,DOE,General Academic,Elementary,5550 RIVERDALE AVENUE,http://www.ps81.org/,http://www.ps81.org/groups/77844/parents_association/pa_home_page,0,,0,,208,11,33700,BX22,North Riverdale-Fieldston-Riverdale,Anna Kirrane,Principal,718-796-8965,718-796-7242,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",50
11X083,X083,P.S. 083 Donald Hertz,DOE,General Academic,K-8,950 RHINELANDER AVENUE,http://www.ps83.org/,http://www.ps83.org/parent_volunteers,1,PTA General,1,,211,13,24400,BX37,Van Nest-Morris Park-Westchester Square,Brandon Muccino,Principal,718-863-1993,718-863-5525,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",49
10X085,X085,P.S. 085 Great Expectations,DOE,General Academic,Elementary,2400 MARION AVENUE,https://www.ps85bronx.org/,,0,,0,,205,15,38302,BX40,Fordham South,SARA MEDINA,I.A. Principal,718-584-5275,718-584-7765,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",46
10X086,X086,P.S. 086 Kingsbridge Heights,DOE,General Academic,Elementary,2756 RESERVOIR AVENUE,https://www.ps86x.org/,https://www.ps86x.org/groups/82859/parent_engagement/parent_association,0,,0,,207,11,40900,BX28,Van Cortlandt Village,Fiona Tyson,Principal,718-584-5585,718-584-7027,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",52
11X087,X087,P.S. 087 Bronx,DOE,General Academic,Elementary,1935 BUSSING AVENUE,https://www.ps87.org/,https://www.ps87.org/family-resources/pta,1,PTA General,1,,212,12,42800,BX62,Woodlawn-Wakefield,DONNA ANAMAN,Principal,718-324-5188,718-325-1148,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",47
09X088,X088,P.S. X088 - S. Silverstein Little Sparrow School,DOE,General Academic,Early Childhood,1340 SHERIDAN AVENUE,,,0,,0,,204,16,17902,BX14,East Concourse-Concourse Village,MELINDA HYER,Principal,718-716-7369,718-681-6224,9,9,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",44
11X089,X089,P.S. 089 Bronx,DOE,General Academic,K-8,980 MACE AVENUE,https://www.ps89x.org/,https://www.ps89x.org/pta-meetings,0,,0,,211,13,32400,BX07,Bronxdale,RALPH MARTINEZ,Principal,718-653-0835,718-231-2863,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",49
10X091,X091,P.S. 091 Bronx,DOE,General Academic,Elementary,2200 AQUEDUCT AVENUE,,,0,,0,,205,14,25100,BX36,University Heights-Morris Heights,Meridith Struhl Nasjlett,Principal,718-584-5805,718-584-7495,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",46
08X093,X093,P.S. 093 Albert G. Oliver,DOE,General Academic,Elementary,1535 STORY AVENUE,,,0,,0,,209,17,2800,BX09,Soundview-Castle Hill-Clason Point-Harding Park,Jonathan Kaplan,Principal,718-430-1700,718-430-1705,8,8,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",43
10X094,X094,P.S. 094 Kings College School,DOE,General Academic,Elementary,3530 KINGS COLLEGE PLACE,https://www.ps94x.org/,,1,Parent Coordinator,,,207,11,43100,BX43,Norwood,DIANE DAPROCIDA-SESIN,Principal,718-405-6345,718-405-6358,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",52
10X095,X095,P.S. 095 Sheila Mencher,DOE,General Academic,K-8,3961 HILLMAN AVENUE,https://www.psms95x.org/,,0,,0,,208,11,28100,BX28,Van Cortlandt Village,SERGE DAVIS,Principal,718-796-9200,718-796-7330,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",50
11X096,X096,P.S. 096 Richard Rodgers,DOE,General Academic,Elementary,2385 OLINVILLE AVENUE,https://www.ps96x.org/,https://www.ps96x.org/parents_association,0,,0,,211,15,33201,BX07,Bronxdale,JOAN VETERE,Acting Principal,718-652-4959,718-231-2889,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",49
11X097,X097,P.S. 097 Bronx,DOE,General Academic,Elementary,1375 MACE AVENUE,,,0,,0,,211,13,31400,BX31,Allerton-Pelham Gardens,KATHELEEN BORNKAMP,Principal,718-655-4446,718-655-6063,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",49
12X098,X098,J.H.S. 098 Herman Ridder,DOE,General Academic,Junior High-Intermediate-Middle,1619 BOSTON ROAD,https://www.jhs98.org/,,0,,0,,203,17,15500,BX75,Crotona Park East,RAJENDRA JIMENEZ JAILAL,Acting Principal,718-589-8200,718-589-8179,12,12,COMMUNITY SCHOOL DISTRICT 12,"ROSADO, JACQUELINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",42
08X100,X100,P.S. 100 Isaac Clason,DOE,General Academic,Elementary,800 TAYLOR AVENUE,https://www.ps100x.org/about_us,,0,,0,,209,18,4200,BX09,Soundview-Castle Hill-Clason Point-Harding Park,ARIANA ARBOLINO,Principal,718-842-1461,718-328-5520,8,8,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",43
08X101,X101,M.S. X101 Edward R. Byrne,DOE,General Academic,Junior High-Intermediate-Middle,2750 LAFAYETTE AVENUE,http://www.ms101bronx.org/,http://www.ms101bronx.org/pta.html,1,PTA General,1,,210,13,15200,BX52,Schuylerville-Throgs Neck-Edgewater Park,Jared Rosoff,Principal,718-829-6372,718-829-6594,8,8,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",45
11X103,X103,P.S. 103 Hector Fontanez,DOE,General Academic,Elementary,4125 CARPENTER AVENUE,https://www.ps103.net/,,0,,0,,212,12,42000,BX44,Williamsbridge-Olinville,Farid Reyes,Principal,718-655-0261,718-654-7930,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",47
11X105,X105,P.S. 105 Sen Abraham Bernstein,DOE,General Academic,Elementary,725 BRADY AVENUE,https://sites.google.com/view/ps105x,,0,,0,,211,13,22404,BX49,Pelham Parkway,CHRISTOPHE EUSTACE,Principal,718-824-7350,718-828-4531,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",49
11X106,X106,P.S. 106 Parkchester,DOE,General Academic,Elementary,1514 OLMSTEAD AVENUE,https://www.ps106x.org/,,0,,0,,209,18,22200,BX46,Parkchester,EUGENIA MONTALVO,Principal,718-892-1006,718-823-8008,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",43
08X107,X107,P.S. 107,DOE,General Academic,Elementary,1695 SEWARD AVENUE,http://www.ps107x.org/,,0,,0,,209,18,2000,BX09,Soundview-Castle Hill-Clason Point-Harding Park,Katherine Hamm,Principal,718-860-8760,718-328-5799,8,8,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",43
11X108,X108,P.S. 108 Philip J. Abinanti,DOE,General Academic,Elementary,1166 NEILL AVENUE,https://www.publicschool108.net/,https://www.publicschool108.net/domain/35#calendar601/20220513/month,0,,0,,211,13,28800,BX49,Pelham Parkway,CHARLES SPERRAZZA,Principal,718-863-9829,718-828-1712,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",49
09X109,X109,P.S. 109 Sedgwick,DOE,General Academic,Elementary,1771 POPHAM AVENUE,https://www.ps109x.org/,,0,,0,,205,14,20502,BX36,University Heights-Morris Heights,Josette Claudio,Principal,718-583-8878,718-583-7618,9,9,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",46
09X110,X110,P.S. 110 Theodore Schoenfeld,DOE,General Academic,Elementary,580 CROTONA PARK SOUTH,https://www.ps110x.com/,,0,,0,,203,16,14900,BX35,Morrisania-Melrose,MARISOL FEIJOO,Acting Principal,718-861-0759,718-861-2750,9,9,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",42
11X111,X111,P.S. 111 Seton Falls,DOE,General Academic,Elementary,3740 BAYCHESTER AVENUE,https://ps111x.weebly.com/,,0,,0,,212,12,48400,BX03,Eastchester-Edenwald-Baychester,Celina Gutierrez,Principal,718-881-2418,718-405-5927,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",47
11X112,X112,P.S. 112 Bronxwood,DOE,General Academic,Elementary,1925 SCHIEFFELIN AVENUE,https://www.cs112bronxwood.org/,https://www.cs112bronxwood.org/parent_teacher_association,1,Parent Coordinator,1,,212,12,45800,BX03,Eastchester-Edenwald-Baychester,ANDREA TUCCI,Principal,718-654-6377,718-654-7931,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",47
09X114,X114,P.S. X114 - Luis Llorens Torres Schools,DOE,General Academic,Elementary,1155 CROMWELL AVENUE,https://ps114xrocks.wixsite.com/ps114x,,0,,0,,204,16,6300,BX63,West Concourse,OLIVIA FRANCIS WEBBER,Principal,718-681-7507,718-681-7519,9,9,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",44
09X117,X117,I.S. 117 Joseph H. Wade,DOE,General Academic,Junior High-Intermediate-Middle,1865 MORRIS AVENUE,https://sites.google.com/a/jhs117.org/jhs117x/,,0,,0,,205,14,23301,BX41,Mount Hope,DELISE JONES,Principal,718-583-7750,718-583-7658,9,9,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",46
10X118,X118,J.H.S. 118 William W. Niles,DOE,General Academic,Junior High-Intermediate-Middle,577 EAST 179 STREET,https://ms118.info/,https://ms118.info/families/,0,,0,,206,15,37504,BX17,East Tremont,GIULIA COX,Principal,718-584-2330,718-584-7763,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",48
08X119,X119,The Dr. Emmett W. Bassett School,DOE,General Academic,Elementary,1075 PUGSLEY AVENUE,https://www.ps119x.com/,,0,,0,,209,18,4001,BX55,Soundview-Bruckner,Kimberly Nohavicka,I.A. Principal,718-822-5198,718-239-3112,8,8,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",43
11X121,X121,P.S. 121 Throop,DOE,General Academic,Elementary,2750 THROOP AVENUE,https://www.myps121x.org/,,0,,0,,211,13,34800,BX31,Allerton-Pelham Gardens,Jared Kreiner,I.A. Principal,718-654-2055,718-519-2613,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",49
08X123,X123,J.H.S. 123 James M. Kieran,DOE,General Academic,Junior High-Intermediate-Middle,1025 MORRISON AVENUE,https://jhs123x.echalksites.com/,https://jhs123x.echalksites.com/parent_corner,1,Parent Coordinator,,,209,18,4800,BX55,Soundview-Bruckner,RICHARD HALLENBECK JR,Principal,718-328-2105,718-328-8561,8,8,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",43
09X126,X126,P.S. 126 Dr Marjorie H Dunbar,DOE,General Academic,Elementary,175 WEST 166 STREET,https://ps126x.wordpress.com/,,0,,0,,204,16,19900,BX26,Highbridge,PRINCESS KENT,I.A. Principal,718-681-6120,718-681-6131,9,9,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",44
11X127,X127,J.H.S. 127 The Castle Hill,DOE,General Academic,Junior High-Intermediate-Middle,1560 PURDY STREET,https://www.ms127x.com/,,0,,0,,209,18,22200,BX46,Parkchester,HARRY SHERMAN,Principal,718-892-8600,718-892-8300,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",43
09X128,X128,Mott Hall III,DOE,General Academic,Junior High-Intermediate-Middle,580 CROTONA PARK SOUTH,https://motthall3.com/,,0,,0,,203,16,14900,BX35,Morrisania-Melrose,JORISIS STUPART,Principal,718-842-6138,718-842-6348,9,9,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",42
12X129,X129,M.S. 129 Academy for Independent Learning and Lead,DOE,General Academic,Junior High-Intermediate-Middle,2055 MAPES AVENUE,https://www.ms129.net/,,0,,0,,206,15,37100,BX17,East Tremont,Jason Reyes,Principal,718-933-5976,718-933-8132,12,12,COMMUNITY SCHOOL DISTRICT 12,"ROSADO, JACQUELINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",48
08X130,X130,P.S. 130 Abram Stevens Hewitt,DOE,General Academic,Elementary,750 PROSPECT AVENUE,https://www.ps130x.com/,,0,,0,,202,17,8500,BX33,Longwood,LOURDES VELAZQUEZ,Principal,718-665-0962,718-292-0417,8,8,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",41
08X131,X131,J.H.S. 131 Albert Einstein,DOE,General Academic,Junior High-Intermediate-Middle,885 BOLTON AVENUE,http://www.is131.org/,,0,,0,,209,18,4200,BX09,Soundview-Castle Hill-Clason Point-Harding Park,Monique Mason,Principal,718-991-7490,718-328-6705,8,8,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",43
09X132,X132,P.S. 132 Garret A. Morgan,DOE,General Academic,Elementary,1245 WASHINGTON AVENUE,https://ps132.org/,,0,,0,,203,16,14500,BX01,Claremont-Bathgate,ANISSA REILLY,Principal,718-681-6455,718-681-6466,9,9,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",42
12X134,X134,P.S. 134 George F. Bristow,DOE,General Academic,Elementary,1330 BRISTOW STREET,https://www.cs134.org/,https://www.cs134.org/academics,1,PTA General,1,,203,17,15300,BX75,Crotona Park East,MARTIN ALVARADO,Principal,718-328-3351,718-589-7581,12,12,COMMUNITY SCHOOL DISTRICT 12,"ROSADO, JACQUELINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",42
08X138,X138,P.S. 138 Samuel Randall,DOE,General Academic,Elementary,2060 LAFAYETTE AVENUE,https://www.ps138school.com/,,0,,0,,209,18,7400,BX09,Soundview-Castle Hill-Clason Point-Harding Park,Jeanna Dickerson,Principal,718-822-5325,718-239-3114,8,8,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",43
08X140,X140,P.S. X140 The Eagle School,DOE,General Academic,Elementary,916 EAGLE AVENUE,https://ps140x.echalksites.com/,https://ps140x.echalksites.com/pa_updates,1,PTA General,1,,203,17,18500,BX35,Morrisania-Melrose,PAUL CANNON,Principal,718-585-1205,718-292-1349,8,8,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",42
10X141,X141,Riverdale / Kingsbridge Academy (Middle School / H,DOE,General Academic,Secondary School,660 WEST 237 STREET,https://www.rka141.org/,https://www.rka141.org/projects-3,1,PTA General,1,,208,11,30900,BX22,North Riverdale-Fieldston-Riverdale,LORI OMARA,Principal,718-796-8516,718-796-8657,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",50
11X144,X144,J.H.S. 144 Michelangelo,DOE,General Academic,Junior High-Intermediate-Middle,2545 GUNTHER AVENUE,https://sites.google.com/a/jhs144.com/j-h-s-144-michelangelo-middle-school/,,1,Parent Coordinator,,,211,13,31000,BX31,Allerton-Pelham Gardens,Ellen Barrett,Principal,718-794-9749,718-794-9755,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",49
08X146,X146,P.S. 146 Edward Collins,DOE,General Academic,Elementary,968 CAULDWELL AVENUE,https://sites.google.com/ps146x.org/ps146x/,,0,,0,,203,16,18500,BX35,Morrisania-Melrose,Ronald Laurent,Principal,718-378-9664,718-328-5858,8,8,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",42
12X150,X150,P.S. 150 Charles James Fox,DOE,General Academic,Elementary,920 EAST 167 STREET,https://tech150x.wixsite.com/12x150,,0,,0,,202,17,12701,BX27,Hunts Point,NORMA SANCHEZ,Principal,718-328-7729,718-589-7590,12,12,COMMUNITY SCHOOL DISTRICT 12,"ROSADO, JACQUELINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",41
07X151,X151,J.H.S. 151 Lou Gehrig,DOE,General Academic,Junior High-Intermediate-Middle,250 EAST 156 STREET,,,0,,0,,204,17,6100,BX14,East Concourse-Concourse Village,Diedra Thomas,I.A. Principal,718-292-0260,718-292-5704,7,7,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",44
08X152,X152,P.S. 152 Evergreen,DOE,General Academic,Elementary,1007 EVERGREEN AVENUE,https://ps152x.echalksites.com/,,1,Parent Coordinator,,,209,17,5200,BX55,Soundview-Bruckner,Christine Baez,I.A. Principal,718-589-4560,718-328-5867,8,8,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",43
11X153,X153,P.S. 153 Helen Keller,DOE,General Academic,Elementary,650 BAYCHESTER AVENUE,https://sites.google.com/ps153x.org/school/home,https://sites.google.com/ps153x.org/school/pa?authuser=0,0,,0,,210,12,46201,BX13,Co-op City,"KELLEY, MEGHAN",Principal,718-904-5550,718-904-5564,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",45
07X154,X154,P.S. 154 Jonathan D. Hyatt,DOE,General Academic,Elementary,333 EAST 135 STREET,https://www.ps154x.org/,https://www.ps154x.org/pta,0,,0,,201,8,2300,BX39,Mott Haven-Port Morris,Dr. Alison Coviello,Principal,718-292-4742,718-292-4721,7,7,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",40
07X157,X157,P.S. 157 Grove Hill,DOE,General Academic,Elementary,757 CAULDWELL AVENUE,,,0,,0,,201,17,7500,BX34,Melrose South-Mott Haven North,RAMONA DURAN,Principal,718-292-5255,718-292-5258,7,7,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",40
10X159,X159,P.S. 159 Luis Munoz Marin Biling,DOE,General Academic,Elementary,2315 WASHINGTON AVENUE,https://www.ps159bronx.org/,,0,,0,,206,15,38500,BX01,Claremont-Bathgate,LUIS LIZ,Principal,718-584-6140,718-584-7794,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",48
11X160,X160,P.S. 160 Walt Disney,DOE,General Academic,Elementary,4140 HUTCHINSON RIVER PKWAY EA,https://www.thewaltdisneyschool.org/,https://www.thewaltdisneyschool.org/groups/47418/parent_corner,0,,0,,210,12,30200,BX13,Co-op City,LORI BAKER,Principal,718-822-8402,718-822-8146,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",45
07X161,X161,P.S. 161 Juan Ponce De Leon School,DOE,General Academic,Elementary,628 TINTON AVENUE,https://ps161x.org/,,0,,0,,201,8,7900,BX34,Melrose South-Mott Haven North,Eliamarie Soto,Principal,718-292-5478,718-292-5476,7,7,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",40
09X163,X163,P.S. 163 Arthur A. Schomburg,DOE,General Academic,Elementary,2075 WEBSTER AVENUE,https://ps163bx.nyc/,,0,,0,,205,15,37900,BX41,Mount Hope,Barbara Headley,Principal,718-584-3045,718-584-3276,9,9,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",46
75X168,X168,P.S. 168,DOE,Special Education,K-12 all grades,3050 WEBSTER AVENUE,https://p168x.org/,,1,Parent Coordinator,1,-1,207,11,42500,BX43,Norwood,MAUREEN FULLERTON,Principal,718-585-2100,718-585-8316,10,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,52
11X169,X169,Baychester Academy,DOE,General Academic,Elementary,3500 EDSON AVENUE,https://baychesteracademy.weebly.com/,,0,,0,,212,12,46000,BX03,Eastchester-Edenwald-Baychester,Kendra Gardner,I.A. Principal,718-325-1138,718-325-1558,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",47
09X170,X170,P.S. 170,DOE,General Academic,Early Childhood,1598 TOWNSEND AVENUE,https://www.ps170x.org/,,0,,0,,204,14,22702,BX41,Mount Hope,Sonia Acevedo Suarez,Principal,718-583-0662,718-583-0685,9,9,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",44
11X175,X175,P.S. 175 City Island,DOE,General Academic,K-8,200 CITY ISLAND AVENUE,https://sites.google.com/schools.nyc.gov/ps175/home,,0,,0,,210,13,51600,BX10,Pelham Bay-Country Club-City Island,JULIE PORRAS,Principal,718-885-1093,718-885-2315,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",45
75X176,X176,P.S. X176,DOE,Special Education,K-12 all grades,750 BAYCHESTER AVENUE,https://www.p176x.net/,https://www.p176x.net/for-parents,1,PTA General,1,,210,12,46201,BX13,Co-op City,ALEXANDRA GUERRIERO,Principal,718-904-5700,718-904-5689,11,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,45
